net_pnl,annualized_sharpe_est,total_fills,fill_rate,avg_inventory_contracts,hedge_error_rms,max_drawdown,contract_mult,opt_fee_per_contract,hedge_fee_bps,total_option_fees,total_hedge_cost,gross_pnl,spread_capture,run_id
2374.304194793524,14.1683738080741,178,0.4564102564102564,10.774358974358975,0.0,-2195.614565816708,100.0,0.65,2.0,115.70000000000036,2318.7473565584205,4808.751551351945,2319.6091376031536,nbbo_fix
