net_pnl,annualized_sharpe_est,total_fills,fill_rate,avg_inventory_contracts,hedge_error_rms,max_drawdown,contract_mult,opt_fee_per_contract,hedge_fee_bps,total_option_fees,total_hedge_cost,gross_pnl,spread_capture
73797.59692625079,315.69481890211114,257,0.658974358974359,0.36153846153846153,,-412.4616718331781,100.0,2.0,10.0,0.0,0.0,80695.93271383375,87959.78881136421
